"compound_name","matched_name","final_result","CID","IUPACName","MolecularFormula","MolecularWeight","KEGG_ID","HMDB_ID","CHEBI_ID","Similarity","mzcloud_Endogenous_info"
"Phenylalanylphenylalanine","Phenylalanylphenylalanine",TRUE,65104,"2-[(2-amino-3-phenylpropanoyl)amino]-3-phenylpropanoic acid","C18H20N2O3",312.4,"Not_Access","Not_Access","Not_Access",1,NA
"6-Methylgingediol","6-Methylgingediol",TRUE,5319663,"1-(3,4-dimethoxyphenyl)decane-3,5-diol","C18H30O4",310.4,"Not_Access","HMDB0303099","229033",1,NA
"Dihydroxyoctadeca-9,12,15-trienoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12,13-Epoxy-11-hydroxy-9,15-octadecadienoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-Hydroperoxyoctadeca-9,11-dienoic acid","13-Hydroperoxyoctadeca-9,11-dienoic acid",TRUE,1426,"13-hydroperoxyoctadeca-9,11-dienoic acid","C18H32O4",312.4,"Not_Access","Not_Access","Not_Access",1,"Endogenous Metabolites"
"Dihydroxyoctadecenoic acid","Dihydroxyoctadecenoic acid",TRUE,71403936,"2,3-dihydroxyoctadec-2-enoic acid","C18H34O4",314.5,"Not_Access","Not_Access","Not_Access",1,NA
"Tyrosyl-Methionine","Tyrosyl-Methionine",TRUE,46937960,"(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylsulfanylbutanoic acid","C14H20N2O4S",312.39,"Not_Access","Not_Access","134468",1,NA
"2-Amino-3-[4-[2-amino-4-methylsulfanylbutanoyl]oxyphenyl]propanoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methionyl-Tyrosine","Methionyl-Tyrosine",TRUE,7009558,"(2S)-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid","C14H20N2O4S",312.39,"Not_Access","Not_Access","73615",1,NA
"Octadecanedioic acid","Octadecanedioic acid",TRUE,70095,"octadecanedioic acid","C18H34O4",314.5,"Not_Access","HMDB0000782","133086",1,NA
"2-Methylthioadenosine","2-Methylthioadenosine",TRUE,3080604,"(2R,3R,4S,5R)-2-(6-amino-2-methylsulfanylpurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","C11H15N5O4S",313.34,"Not_Access","Not_Access","Not_Access",1,"Endogenous Metabolites"
"5'-Deoxy-5'-(methylsulfinyl)adenosine","5'-Deoxy-5'-(methylsulfinyl)adenosine",TRUE,165114,"(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfinylmethyl)oxolane-3,4-diol","C11H15N5O4S",313.34,"Not_Access","Not_Access","136554",1,NA
"15-Deoxy-PGJ2","15-Deoxy-PGJ2",TRUE,5311211,"(Z)-7-[(1S,5E)-5-[(E)-oct-2-enylidene]-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid","C20H28O3",316.4,"C14717","HMDB0005079","34159",1,NA
"16-Dehydropregnenolone","16-Dehydropregnenolone",TRUE,92871,"1-[(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone","C21H30O2",314.5,"Not_Access","HMDB0303027","27486",1,NA
"Progesterone","Progesterone",TRUE,5994,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","C21H30O2",314.5,"C00410","HMDB0001830","17026",1,"Endogenous Metabolites"
"Dihydroxyoctadecanoic acid","Dihydroxyoctadecanoic acid",TRUE,20391236,"2,2-dihydroxyoctadecanoic acid","C18H36O4",316.5,"Not_Access","HMDB0302284","Not_Access",1,NA
"N-Lauroyl Aspartic acid","N-Lauroyl Aspartic acid",TRUE,539904,"2-(dodecanoylamino)butanedioic acid","C16H29NO5",315.4,"Not_Access","HMDB0242029","Not_Access",1,NA
"6-Hydroxynon-7-enoylcarnitine","6-Hydroxynon-7-enoylcarnitine",TRUE,156962726,"3-[(E)-6-hydroxynon-7-enoyl]oxy-4-(trimethylazaniumyl)butanoate","C16H29NO5",315.4,"Not_Access","HMDB0241751","Not_Access",1,NA
"all-trans-5,6-Epoxyretinoic acid","all-trans-5,6-Epoxyretinoic acid",TRUE,5363137,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O3",316.4,"C16680","HMDB0012451","80658",1,NA
"Mytatrienediol","Mytatrienediol",TRUE,5282364,"(8R,9S,13S,14S,16S,17R)-3-methoxy-13,16-dimethyl-7,8,9,11,12,14,15,17-octahydro-6H-cyclopenta[a]phenanthrene-16,17-diol","C20H28O3",316.4,"C14242","Not_Access","34859",1,NA
"all-trans-4-Hydroxyretinoic acid","all-trans-4-Hydroxyretinoic acid",TRUE,6438629,"(2E,4E,6E,8E)-9-(3-hydroxy-2,6,6-trimethylcyclohexen-1-yl)-3,7-dimethylnona-2,4,6,8-tetraenoic acid","C20H28O3",316.4,"C16677","HMDB0006254","63795",1,NA
"all-trans-18-Hydroxyretinoic acid","all-trans-18-Hydroxyretinoic acid",TRUE,6506224,"(2E,4E,6E,8E)-9-[2-(hydroxymethyl)-6,6-dimethylcyclohexen-1-yl]-3,7-dimethylnona-2,4,6,8-tetraenoic acid","C20H28O3",316.4,"C16679","HMDB0012452","80657",1,NA
"12-OxoETE","12-OxoETE",TRUE,5283162,"(5Z,8Z,10E,14Z)-12-oxoicosa-5,8,10,14-tetraenoic acid","C20H30O3",318.4,"C14807","HMDB0013633","34151",1,NA
"8-oxo-ETE","8-oxo-ETE",TRUE,71668340,"(5Z,9E,11Z,14Z)-8-oxoicosa-5,9,11,14-tetraenoic acid","C20H30O3",318.4,"Not_Access","Not_Access","75819",1,NA
"18R-HEPE","18R-HEPE",TRUE,16061126,"(5Z,8Z,11Z,14Z,16E,18R)-18-hydroxyicosa-5,8,11,14,16-pentaenoic acid","C20H30O3",318.4,"C18177","HMDB0062222","81563",1,NA
"Methyl [8]-Shogaol","Methyl [8]-Shogaol",TRUE,91721121,"(E)-1-(3,4-dimethoxyphenyl)dodec-4-en-3-one","C20H30O3",318.4,"Not_Access","HMDB0030101","191603",1,NA
"3-oxo-icosatetraenoate","3-oxo-icosatetraenoate",TRUE,91820509,"(8Z,11Z,14Z,17Z)-3-oxoicosa-8,11,14,17-tetraenoate","C20H29O3-",317.4,"Not_Access","Not_Access","Not_Access",1,NA
"17R,18S-Epoxy-5Z,8Z,11Z,14Z-icosatetraenoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-HEPE","20-HEPE",TRUE,72551579,"(5Z,8Z,11Z,14Z,17Z)-20-hydroxyicosa-5,8,11,14,17-pentaenoic acid","C20H30O3",318.4,"Not_Access","Not_Access","76962",1,"Endogenous Metabolites"
"12HEPE",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15HEPE",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15-HEPE","15-HEPE",TRUE,5353282,"(5E,8E,11E,13E,17E)-15-hydroxyicosa-5,8,11,13,17-pentaenoic acid","C20H30O3",318.4,"Not_Access","Not_Access","Not_Access",1,"Endogenous Metabolites"
"Bilobol","Bilobol",TRUE,5281852,"5-[(Z)-pentadec-8-enyl]benzene-1,3-diol","C21H34O2",318.5,"C10770","Not_Access","3104",1,NA
"Methyl Arachidonate","Methyl Arachidonate",TRUE,6421258,"methyl (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate","C21H34O2",318.5,"Not_Access","HMDB0062594","78033",1,NA
"1-Hydroxy-2,5,12,15-heneicosatetraen-4-one",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ubiquinone Q2","Ubiquinone Q2",TRUE,5280346,"2-[(2E)-3,7-dimethylocta-2,6-dienyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione","C19H26O4",318.4,"C00399","HMDB0006709","46372",1,"Endogenous Metabolites"
"2-Hydroxy-6-tridecylbenzoic acid","2-Hydroxy-6-tridecylbenzoic acid",TRUE,161306,"2-hydroxy-6-tridecylbenzoic acid","C20H32O3",320.5,"Not_Access","HMDB0038520","175101",1,NA
"15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Heptadeca-1,3-dienyloxirene-2-carboxylic acid","3-Heptadeca-1,3-dienyloxirene-2-carboxylic acid",TRUE,22381023,"3-[(1E,3E)-heptadeca-1,3-dienyl]oxirene-2-carboxylic acid","C20H32O3",320.5,"Not_Access","HMDB0257627","Not_Access",1,NA
"Arg-Phe","Arg-Phe",TRUE,150964,"(2S)-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-phenylpropanoic acid","C15H23N5O3",321.37,"Not_Access","HMDB0028716","73818",1,NA
"8HETrE","8-HETrE",TRUE,71306337,"(9E,11Z,14Z)-8-hydroxyicosa-9,11,14-trienoic acid","C20H34O3",322.5,"Not_Access","Not_Access","72866",0.9231,"Endogenous Metabolites"
"17beta-Methoxyandrost-5-ene-3beta,16beta-diol","17beta-Methoxyandrost-5-ene-3beta,16beta-diol",TRUE,255438,"(3S,8R,9S,10R,13S,14S,16S,17R)-17-methoxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,16-diol","C20H32O3",320.5,"C15138","Not_Access","79656",1,NA
"3beta-Hydroxy-16beta-(hydroxymethyl)-5alpha-androstan-17-one","3beta-Hydroxy-16beta-(hydroxymethyl)-5alpha-androstan-17-one",TRUE,11954089,"(3S,5S,8R,9S,10S,13S,14S,16R)-3-hydroxy-16-(hydroxymethyl)-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one","C20H32O3",320.5,"C14961","Not_Access","79485",1,NA
"beta-Citryl-glutamate",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auricolate","Taurocholate",TRUE,6675,"2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid","C26H45NO7S",515.7,"Not_Access","HMDB0000036","28865",0.8182,"Endogenous Metabolites"
"5-[4-Hydroxy-2-[3-hydroxyoct-1-enyl]oxan-3-yl]pent-3-enoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3-Dinor-8-iso prostaglandin F2alpha","2,3-Dinor-8-iso prostaglandin F2alpha",TRUE,9548881,"(Z)-5-[(1S,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]pent-3-enoic acid","C18H30O5",326.4,"C14794","Not_Access","34230",1,NA
"1-Acetoxy-2-hydroxy-16-heptadecyn-4-one","1-Acetoxy-2-hydroxy-16-heptadecyn-4-one",TRUE,6710762,"(2-hydroxy-4-oxoheptadec-16-ynyl) acetate","C19H32O4",324.5,"Not_Access","HMDB0031007","171783",1,NA
"1-Acetoxy-2-hydroxy-16-heptadecen-4-one","1-Acetoxy-2-hydroxy-16-heptadecen-4-one",TRUE,56968446,"(2-hydroxy-4-oxoheptadec-16-enyl) acetate","C19H34O4",326.5,"Not_Access","HMDB0031006","169753",1,NA
"Avocadyne 1-acetate","Avocadyne 1-acetate",TRUE,3952079,"2,4-dihydroxyheptadec-16-ynyl acetate","C19H34O4",326.5,"Not_Access","HMDB0031048","168762",1,NA
"Phe-Tyr","Phe-Tyr",TRUE,515709,"(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid","C18H20N2O4",328.4,"Not_Access","HMDB0029007","73637",1,NA
"2,3-Dinor-8-iso prostaglandin F1alpha","2,3-Dinor-8-iso prostaglandin F1alpha",TRUE,9548882,"5-[(1S,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]pentanoic acid","C18H32O5",328.4,"C14795","Not_Access","34229",1,NA
"Adenosine 2',3'-cyclic phosphate","Adenosine 2',3'-cyclic phosphate",TRUE,2024,"[4-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-6-yl]methanol","C10H12N5O6P",329.21,"Not_Access","HMDB0011616","175195",1,NA
"9,12,13-TriHOME","9,12,13-TriHOME",TRUE,9858729,"(E,9S,12S,13S)-9,12,13-trihydroxyoctadec-10-enoic acid","C18H34O5",330.5,"C14833","HMDB0004708","34506",1,NA
"N-Myristoyl Threonine","N-Myristoyl Threonine",TRUE,19962828,"3-hydroxy-2-(tetradecanoylamino)butanoic acid","C18H35NO4",329.5,"Not_Access","HMDB0242060","231154",1,NA
"[10]-Shogaol","[10]-Shogaol",TRUE,6442612,"(E)-1-(4-hydroxy-3-methoxyphenyl)tetradec-4-en-3-one","C21H32O3",332.5,"Not_Access","HMDB0031462","192883",1,NA
"Prostaglandin A2","Prostaglandin A2",TRUE,5280880,"(Z)-7-[(1R,2S)-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopent-3-en-1-yl]hept-5-enoic acid","C20H30O4",334.4,"C05953","HMDB0002752","27820",1,"Endogenous Metabolites"
"Prostaglandin J2","Prostaglandin J2",TRUE,5280884,"(Z)-7-[(1S,5R)-5-[(E,3S)-3-hydroxyoct-1-enyl]-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid","C20H30O4",334.4,"C05957","HMDB0002710","27485",1,"Endogenous Metabolites"
"Prostaglandin C2","Prostaglandin C2",TRUE,5280882,"(Z)-7-[(1R)-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopent-2-en-1-yl]hept-5-enoic acid","C20H30O4",334.4,"C05955","HMDB0060095","27555",1,NA
"5-oxo-15HETE",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Di-n-hexyl phthalate","Di-n-hexyl phthalate",TRUE,6786,"dihexyl benzene-1,2-dicarboxylate","C20H30O4",334.4,"C14504","HMDB0251287","34678",1,"Extractables/Leachables"
"15-dehydro-prostaglandin B1",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15d PGD2","15d PGD2",TRUE,131769805,"(Z)-7-[(1S,2E,5R)-5-hydroxy-2-[(Z)-oct-2-enylidene]-3-oxocyclopentyl]hept-5-enoic acid","C20H30O4",334.4,"Not_Access","HMDB0060046","180840",1,NA
"3,4-Dihexylphthalic Acid","3,4-Dihexylphthalic Acid",TRUE,11515522,"3,4-dihexylphthalic acid","C20H30O4",334.4,"Not_Access","HMDB0258114","Not_Access",1,NA
"5HpEPE","5(S)-HpEPE",TRUE,5283184,"(5S,6E,8Z,11Z,14Z,17Z)-5-hydroperoxyicosa-6,8,11,14,17-pentaenoic acid","C20H30O4",334.4,"Not_Access","Not_Access","165271",0.75,"Endogenous Metabolites"
"Resolvin E3",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12HpEPE","12(S)-HpEPE",TRUE,5283195,"(5Z,8Z,10E,12S,14Z,17Z)-12-hydroperoxyicosa-5,8,10,14,17-pentaenoic acid","C20H30O4",334.4,"Not_Access","Not_Access","90996",0.7778,"Endogenous Metabolites"
"15HpEPE","15S-HpEPE",TRUE,5283196,"(5Z,8Z,11Z,13E,17Z)-15-hydroperoxyicosa-5,8,11,13,17-pentaenoic acid","C20H30O4",334.4,"Not_Access","Not_Access","165266",0.875,"Endogenous Metabolites"
"7'-Carboxy-gamma-tocotrienol","7'-Carboxy-gamma-tocotrienol",TRUE,53481532,"(E)-7-[(2R)-6-hydroxy-2,7,8-trimethyl-3,4-dihydrochromen-2-yl]-4-methylhept-4-enoic acid","C20H28O4",332.4,"Not_Access","HMDB0012851","Not_Access",1,NA
"5,6-Epoxy-18R-HEPE","5,6-Epoxy-18R-HEPE",TRUE,46174066,"4-[3-[(1E,3E,5E,8Z,10E,12R)-12-hydroxytetradeca-1,3,5,8,10-pentaenyl]oxiran-2-yl]butanoic acid","C20H28O4",332.4,"C18175","HMDB0062410","81561",1,NA
"20-carboxyarachidonate","20-Carboxyarachidonic acid",TRUE,6437827,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenedioic acid","C20H30O4",334.4,"Not_Access","Not_Access","76966",0.8333,NA
"17beta-Hydroxy-4-oxa-5alpha-androstan-3-one acetate","17beta-Hydroxy-4-oxa-5alpha-androstan-3-one acetate",TRUE,11954080,"[(1S,3aS,3bR,5aR,9aR,9bS,11aS)-9a,11a-dimethyl-7-oxo-2,3,3a,3b,4,5,5a,8,9,9b,10,11-dodecahydro-1H-indeno[5,4-f]chromen-1-yl] acetate","C20H30O4",334.4,"C14913","Not_Access","79438",1,NA
"Prostaglandin B2","Prostaglandin B2",TRUE,5280881,"(Z)-7-[2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopenten-1-yl]hept-5-enoic acid","C20H30O4",334.4,"C05954","Not_Access","28099",1,"Endogenous Metabolites"
"Delta-12-Prostaglandin J2","Delta-12-Prostaglandin J2",TRUE,5280885,"(Z)-7-[(1S,5E)-5-[(3S)-3-hydroxyoctylidene]-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid","C20H30O4",334.4,"C05958","HMDB0004238","28130",1,NA
"Methyl-[8]-gingerol","Methyl-[8]-gingerol",TRUE,86217089,"1-(3,4-dimethoxyphenyl)-5-hydroxydodecan-3-one","C20H32O4",336.5,"Not_Access","HMDB0303112","192219",1,NA
"Isopentenyladenosine","Isopentenyladenosine",TRUE,24405,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-(3-methylbut-2-enylamino)purin-9-yl]oxolane-3,4-diol","C15H21N5O4",335.36,"C16427","HMDB0304396","62881",1,NA
"11-Hydroxy-3,7,11,15-tetramethyl-14-oxohexadeca-3,7,12-trienoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5,6-DHET","5,6-DHET",TRUE,5283142,"(8Z,11Z,14Z)-5,6-dihydroxyicosa-8,11,14-trienoic acid","C20H34O4",338.5,"C14772","HMDB0002343","63974",1,NA
"Prostaglandin B1","Prostaglandin B1",TRUE,5280388,"7-[2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopenten-1-yl]heptanoic acid","C20H32O4",336.5,"C00959","HMDB0002982","27624",1,"Endogenous Metabolites"
"Erucamide","Erucamide",TRUE,5365371,"(Z)-docos-13-enamide","C22H43NO",337.6,"Not_Access","Not_Access","142245",1,"Industrial Chemicals"
"13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid","13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid",TRUE,6366720,"(E)-13-hydroxy-9-methoxy-10-oxooctadec-11-enoic acid","C19H34O5",342.5,"Not_Access","HMDB0040901","171679",1,NA
"2,3-Dinor-TXB1","2,3-Dinor-TXB1",TRUE,52921884,"5-[(1R,2S,6R)-2,4-dihydroxy-6-[(E,3S)-3-hydroxyoct-1-enyl]cyclohexyl]pentanoic acid","C19H34O5",342.5,"Not_Access","Not_Access","165348",1,NA
"Norethindrone acetate","Norethindrone acetate",TRUE,5832,"[(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate","C22H28O3",340.5,"C08152","Not_Access","7628",1,NA
"Epoxydocosapentaenoic acid",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14-Hydroxydocosahexaenoic acid","14-Hydroxydocosahexaenoic acid",TRUE,6439735,"(2E,4E,6E,8E,10E,12E)-14-hydroxydocosa-2,4,6,8,10,12-hexaenoic acid","C22H32O3",344.5,"Not_Access","HMDB0244585","Not_Access",1,"Endogenous Metabolites"
"14-oxo-DoHE(1-)","14-oxo-DoHE(1-)",TRUE,118796880,"(4Z,7Z,10Z,12E,16Z,19Z)-14-oxodocosa-4,7,10,12,16,19-hexaenoate","C22H29O3-",341.5,"Not_Access","Not_Access","90867",1,NA
"Guggulsterone","Guggulsterone",TRUE,6450278,"(8R,9S,10R,13S,14S,17Z)-17-ethylidene-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthrene-3,16-dione","C21H28O2",312.4,"Not_Access","Not_Access","135338",1,NA
"2-hydroxy-6-[pentadeca-8,11,14-trienyl]benzoate",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-one-23,24-bisnorchol-1,4-dien-22-oate","3-one-23,24-bisnorchol-1,4-dien-22-oate",TRUE,90657838,"(2S)-2-[(8S,9S,10R,13S,14S,17R)-10,13-dimethyl-3-oxo-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]propanoate","C22H29O3-",341.5,"Not_Access","Not_Access","85551",1,NA
"epoxy-maresin",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrosyl-Tyrosine","Tyrosyl-Tyrosine",TRUE,70590,"(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid","C18H20N2O5",344.4,"Not_Access","Not_Access","60989",1,NA
"tyrosine-tyrosinate","tyrosine-tyrosinate",TRUE,54170601,"(2S)-2-amino-3-[4-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]oxyphenyl]propanoic acid","C18H20N2O5",344.4,"Not_Access","Not_Access","Not_Access",1,NA
"1,2-dioctanoylglycerol","1,2-dioctanoylglycerol",TRUE,1323,"(3-hydroxy-2-octanoyloxypropyl) octanoate","C19H36O5",344.5,"Not_Access","HMDB0244086","Not_Access",1,NA
"1-O-Myristoyl-2-acetyl-glycerol","1-O-Myristoyl-2-acetyl-glycerol",TRUE,124835,"(2-acetyloxy-3-hydroxypropyl) tetradecanoate","C19H36O5",344.5,"Not_Access","HMDB0249917","231231",1,NA
"3-Hydroxyneogrifolin","3-Hydroxyneogrifolin",TRUE,5318298,"5-methyl-4-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]benzene-1,2,3-triol","C22H32O3",344.5,"Not_Access","HMDB0039885","191701",1,NA
"Anacardic acid","Anacardic acid",TRUE,167551,"2-hydroxy-6-pentadecylbenzoic acid","C22H36O3",348.5,"C10759","HMDB0029683","2696",1,NA
"3-oxo-23,24-bisnorchol-4-en-22-oate","3-oxo-23,24-bisnorchol-4-en-22-oate",TRUE,86290136,"(2S)-2-[(8S,9S,10R,13S,14S,17R)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]propanoate","C22H31O3-",343.5,"Not_Access","Not_Access","83777",1,NA
"Sorbitan laurate","Sorbitan laurate",TRUE,347468,"[2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl] dodecanoate","C18H34O6",346.5,"Not_Access","HMDB0029885","169001",1,"Extractables/Leachables"
"2'-Deoxyguanosine 5'-monophosphate (dGMP)","2'-Deoxyguanosine monohydrate",TRUE,135445705,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;hydrate","C10H15N5O5",285.26,"Not_Access","Not_Access","Not_Access",0.7429,NA
"Adenosine 3'-monophosphate","Adenosine 3'-monophosphate",TRUE,41211,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate","C10H14N5O7P",347.22,"C01367","HMDB0003540","28931",1,"Endogenous Metabolites"
"Adenosine monophosphate (AMP)","Adenosine monophosphate (AMP)",TRUE,6083,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","C10H14N5O7P",347.22,"C00020","HMDB0000045","16027",1,NA
"Cortexolone","Cortexolone",TRUE,440707,"(8R,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","C21H30O4",346.5,"C05488","HMDB0000015","28324",1,NA
"Corticosterone","Corticosterone",TRUE,5753,"(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","C21H30O4",346.5,"C02140","HMDB0001547","16827",1,"Endogenous Metabolites"
"18-dehydro-resolvin E1",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15-dehydro-prostaglandin E3",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Resolvin E1","Resolvin E1",TRUE,10473088,"(5S,6Z,8E,10E,12R,14Z,16E,18R)-5,12,18-trihydroxyicosa-6,8,10,14,16-pentaenoic acid","C20H30O5",350.4,"C18171","Not_Access","81559",1,"Endogenous Metabolites"
"20-oxo-leukotriene B4","20-oxo-leukotriene B4",TRUE,6449839,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxy-20-oxoicosa-6,8,10,14-tetraenoic acid","C20H30O5",350.4,"Not_Access","HMDB0012641","63979",1,NA
"15-dehydro-13,14-dihydro-prostaglandin E3",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prostaglandin K2","prostaglandin K2",TRUE,5283037,"(Z)-7-[(1R,2R)-2-[(E,3S)-3-hydroxyoct-1-enyl]-3,5-dioxocyclopentyl]hept-5-enoic acid","C20H30O5",350.4,"Not_Access","Not_Access","165341",1,"Endogenous Metabolites"
"12,20-Dioxo-leukotriene B4","12,20-Dioxo-leukotriene B4",TRUE,122164848,"(5S,6Z,8E,10E,14Z)-5-hydroxy-12,20-dioxoicosa-6,8,10,14-tetraenoic acid","C20H28O5",348.4,"Not_Access","HMDB0060094","134520",1,NA
"15-oxolipoxin A4","15-oxolipoxin A4",TRUE,52921886,"(5S,6R,7E,9E,11Z,13E)-5,6-dihydroxy-15-oxoicosa-7,9,11,13-tetraenoic acid","C20H30O5",350.4,"Not_Access","HMDB0062300","63992",1,NA
"thromboxane A3","Thromboxane A3",TRUE,5283139,"(Z)-7-[(1S,3R,4S,5S)-3-[(1E,3S,5Z)-3-hydroxyocta-1,5-dienyl]-2,6-dioxabicyclo[3.1.1]heptan-4-yl]hept-5-enoic acid","C20H30O5",350.4,"Not_Access","Not_Access","165349",1,NA
"prostaglandin H3","prostaglandin H3",TRUE,101600091,"(Z)-7-[(1R,4S,5R,6R)-6-[(1E,3S,5Z)-3-hydroxyocta-1,5-dienyl]-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid","C20H30O5",350.4,"Not_Access","HMDB0013040","134407",1,"Endogenous Metabolites"
"17,21-Dihydroxypregnane-3,20-dione",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
